lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;v_1;v_9;v_10;v_11;v_12;v_13;v_14;v_15;v_16;v_17;v_18;v_19;v_20;v_26;v_27;v_28;v_29;v_36;v_37;v_38;v_39;v_40;v_41;v_42;v_43;v_46;v_52;v_53;v_54;v_55;v_56;v_57;v_63;v_64;v_65;v_66;v_67;v_68;v_69;v_70;v_71;v_72;v_73;v_74;v_75;v_76;v_82;v_83;v_84;v_85;v_111;v_117;v_118;v_119;v_120;v_121;v_122;v_124;v_142;v_268;v_0ab75;v_b4933;v_bcfd1;v_272;v_f9027;v_c054d;v_aaa14;v_276;v_277;v_278;v_279;v_280;v_282;v_284;v_285;v_286;v_289;v_290;v_291;v_294;v_295;v_296;v_297;v_299;v_300;v_301;v_302;v_303;v_304;v_305;v_306;v_307;v_308;v_309;v_310;v_311;v_312;v_313;v_314;v_315;v_319;v_320;v_321;v_322;v_323;v_325;v_326;v_327;v_328;v_329;v_330;v_331;v_332;v_177;v_178;v_179;v_186;v_187;v_188;v_189;v_190;v_191;v_197;v_198;v_199;v_200;v_201;v_202;v_203;v_204;v_205;v_206;v_333;v_334;v_335;v_336;v_337;v_338;v_339;v_2598;v_223;v_225;v_226;v_227;v_228;v_229;v_231;v_233;v_234;v_235;v_236;v_238;v_241;v_2604;v_2605;v_245;v_246;dupl1_v_245;v_250;v_251;v_252;v_253;v_254;v_257;v_259;v_260;v_262;v_263;v_269;v_270;v_271;v_273;v_274;v_275;ext_host;ip_addr;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;hflip;vflip;output_mode;javascript;flash;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts712934;rts712935;rts712936;rts712937;rts712938;rts712939;rts712940;rts712941;rts712942;rts712943;rts712944;rts712945;rts712946;rts712950;rts712951;rts712952;rts712954;rts712958;rts712959;rts712960;rts712961;rts712962;rts712963;rts712965;rts712966;rts712967;rts712969;rts712971;rts712972;rts712974;rts712975;rts712977;rts712978;rts712979;rts712981;rts712982;rts712984;rts712985;rts712986;rts712987;rts712988;rts712990;rts712991;rts712993;rts712994;rts713002;rts713007;rts713010;rts713014;rts713016;rts713018;rts713019;rts713021;rts713023;rts713025;geschlecht;bildung;beruf;stadt_teil;stadt_teil2;alter;indi;jahr
31;0;0;31;"712995";;1520;2;3;3;3;2;4;3;3;2;4;3;2;3;1;3;2;2;2;3;2;2;3;4;5;6;4;4;5;4;4;6;3;5;2;1;1;2;2;1;2;2;2;1;1;4;2;2;5;5;4;2;2;3;2;3;3;3;3;3;1;1;4;4;4;4;4;4;4;1;2;3;4;0;2;2;1;4;2;2;1;1;4;3;2;2;3;3;3;3;2;5;5;5;5;3;2;2;3;1;3;1;4;1;4;4;2;2;4;5;3;1;4;1;2;2;2;1;1;1;1;5;3;1;1;1;1;1;1;1;3;4;3;3;3;2;3;3;3;3;2;5;1;1;2;;4;86;1;30;3;2;;1;4;2;1;6;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554292087;"2019-04-03 11:48:07";"2019-04-03 12:13:27";"0000-00-00 00:00:00";30;46;103;192;234;261;300;460;536;540;566;618;636;641;656;662;683;967;972;989;1070;1091;1119;1151;1157;1160;1172;;1181;1183;1194;1214;1224;1229;;;1266;1274;1280;1502;1508;;1513;;1520;712;755;773;785;836;871;920;959;1140;1144;"weiblich";"Hochschule";"Angestelle/r";"Gaustadt";7;"26-30";5;2019
32;0;0;31;"712995";;382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;0;-99;0;;;0;;;-99;-99;0;0;0;0;"-99";0;0;0;0;-66;0;0;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554292164;"2019-04-03 11:49:24";"2019-04-03 11:55:46";"0000-00-00 00:00:00";6;11;15;21;26;32;45;55;62;66;71;80;85;89;95;101;105;258;260;262;265;267;270;279;281;289;;;292;295;313;;;321;;;;323;327;361;374;;379;;382;127;135;227;231;234;237;243;250;274;276;"";"";"";"";;"";0;2019
33;0;0;31;"712995";;1728;1;3;2;2;1;3;2;2;2;3;1;2;2;1;1;2;2;2;2;2;2;2;3;3;3;1;1;1;1;1;1;1;6;3;2;2;2;2;1;3;3;1;2;1;2;2;1;1;4;5;2;1;1;2;3;1;1;2;1;2;1;3;3;3;1;3;3;2;2;4;2;3;0;1;3;2;4;1;2;1;1;4;3;2;2;2;2;2;2;2;1;2;2;2;1;1;1;2;1;4;1;3;2;3;;2;1;2;2;1;1;2;1;2;2;3;1;1;1;1;5;3;2;4;3;3;1;3;1;3;4;4;1;3;3;;3;2;1;2;5;1;1;3;;6;120;2;;;2;;2;4;2;6;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554295513;"2019-04-03 12:45:13";"2019-04-03 13:14:01";"0000-00-00 00:00:00";5;17;89;226;278;292;325;546;606;612;622;702;722;729;752;758;765;1159;1170;1175;1215;1243;1285;1380;1385;1390;1399;;1406;1415;1428;;;1433;;;1443;1455;1462;1468;1474;;1481;;1728;798;843;881;893;927;963;1116;1155;1309;1367;"weiblich";"Hochschule";"Beamter/in";"Mitte/Wunderburg";1;"41-45";5;2019
34;0;0;31;"712995";;776;1;3;1;3;1;2;3;1;2;4;2;1;2;1;1;1;1;1;3;1;3;4;2;3;3;3;2;2;2;1;1;2;5;2;1;1;5;4;1;6;2;2;3;1;1;2;4;5;5;4;3;1;1;1;1;3;2;3;3;1;1;3;;3;1;2;3;3;1;2;1;3;0;1;1;1;3;1;1;1;1;4;4;1;1;1;1;1;4;2;1;2;3;2;2;3;3;2;;;1;3;1;4;4;3;4;2;2;2;2;2;2;1;2;2;1;1;2;1;5;5;1;2;2;2;1;1;1;3;4;3;3;3;3;3;1;1;1;2;5;1;0;2;;5;65;1;30;2;1;1;;1;0;3;10;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554295596;"2019-04-03 12:46:36";"2019-04-03 12:59:32";"0000-00-00 00:00:00";8;14;55;81;115;132;156;195;249;253;266;300;308;314;331;335;340;549;553;557;592;616;643;669;674;676;687;;694;703;708;718;724;726;730;744;;750;758;764;770;;773;;776;366;394;413;421;443;475;516;544;661;665;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"31-35";5;2019
36;0;0;31;"712995";;3760;2;2;2;3;4;3;2;2;2;4;2;1;2;2;3;2;2;3;4;3;3;2;2;3;4;4;2;5;3;3;5;6;5;3;2;2;4;3;5;5;2;2;2;3;5;4;3;1;2;2;3;3;2;4;3;2;1;3;4;1;1;1;1;4;1;4;4;1;1;1;1;1;0;1;1;1;2;1;1;3;2;2;2;3;1;1;3;3;3;3;4;4;4;4;4;2;2;4;2;4;1;2;4;2;4;3;4;4;4;2;4;2;2;3;4;4;2;2;2;2;1;1;2;3;3;3;2;3;4;4;5;5;3;3;2;;3;3;3;1;5;1;0;2;;6;210;2;;;1;1;;5;3;6;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554296037;"2019-04-03 12:53:57";"2019-04-03 13:56:37";"0000-00-00 00:00:00";15;19;46;475;551;569;593;630;1541;1545;1565;1805;1821;1827;1845;1851;1859;3344;3349;3353;3420;3438;3471;3505;3512;3514;3522;;3533;3560;3570;;;3573;3576;3599;;3606;3611;3617;3622;;3627;;3760;1889;2541;2552;2563;2599;2617;3311;3340;3495;3499;"maennlich";"Hochschule";"Angestelle/r";"Gartenstadt/Ost";3;"36-40";5;2019
37;0;0;31;"712995";;1800;2;3;2;3;1;3;2;2;1;2;1;2;2;1;1;2;2;2;3;2;2;1;2;2;3;3;2;1;3;2;5;4;4;2;2;2;3;3;1;4;2;2;2;1;3;2;4;2;3;3;2;1;1;1;1;3;2;3;3;1;1;2;3;2;1;2;3;4;3;2;1;2;0;2;3;3;4;3;3;3;2;3;4;3;2;1;2;;4;2;2;3;3;2;2;3;1;2;;;1;2;2;4;3;3;2;3;3;2;2;3;3;2;2;4;2;2;3;3;2;3;3;3;3;2;2;3;1;2;4;3;3;3;3;3;2;2;3;2;6;1;1;3;;7;68;2;;;2;;1;1;0;4;10;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554296229;"2019-04-03 12:57:09";"2019-04-03 13:27:09";"0000-00-00 00:00:00";3;7;68;95;126;139;163;339;486;491;508;551;564;569;588;595;602;1121;1126;1133;1323;1347;1396;1549;1590;1594;1600;;1624;1648;1658;;;1662;;;1674;1683;1688;1696;1700;;1705;;1800;635;718;732;746;781;811;1077;1115;1463;1543;"weiblich";"";"Beamter/in";"Mitte/Wunderburg";1;"51-55";5;2019
39;0;0;31;"712995";;4583;2;4;2;4;2;3;2;2;4;3;;1;2;2;3;1;2;2;2;2;2;3;3;3;3;9;5;8;8;5;4;6;6;2;2;2;3;3;4;6;2;2;2;2;3;2;3;2;2;1;3;2;2;3;3;1;3;3;3;2;2;1;4;4;1;1;2;3;1;1;2;2;1;1;2;2;4;1;2;2;5;5;1;2;4;2;3;3;5;3;;;;;;;;;3;2;1;2;3;;3;4;3;2;3;2;4;2;2;2;3;2;3;3;4;2;1;1;3;2;3;2;4;3;2;3;5;5;3;3;1;3;3;2;1;2;3;1;1;3;;8;60;1;35;1;2;;1;1;0;3;15;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554297363;"2019-04-03 13:16:03";"2019-04-03 14:32:26";"0000-00-00 00:00:00";3;26;130;1307;1360;1387;1419;1466;1485;1492;1535;1604;1644;1654;1687;1801;1807;2758;2765;2772;3098;3158;3198;3277;3282;3286;3292;;3298;;3309;3349;3357;3364;;;3483;3492;3502;3508;3516;;3522;;4583;1809;1891;1914;1934;2177;2186;2353;2748;3236;3268;"weiblich";"Mittlere Reife";"Beamter/in";"Mitte/Wunderburg";1;"46-50";5;2019
40;0;0;31;"712995";;1401;2;3;2;3;2;3;3;2;3;3;3;2;3;3;2;2;2;2;3;2;3;4;4;3;4;3;4;1;7;1;2;3;3;3;4;4;4;4;2;4;2;3;4;2;3;3;3;3;3;4;3;2;2;2;2;3;3;3;3;1;1;4;4;4;2;4;4;4;2;2;2;2;0;1;3;2;2;2;3;1;1;3;4;2;1;2;2;4;4;3;2;4;4;4;4;4;2;3;;;1;2;3;3;3;3;3;4;4;2;2;3;2;3;3;4;1;1;1;1;3;3;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;1;3;1;2;2;;8;70;1;37;4;2;;2;1;-99;3;10;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554298045;"2019-04-03 13:27:25";"2019-04-03 13:50:46";"0000-00-00 00:00:00";4;14;106;251;304;331;371;499;533;549;586;645;660;670;705;713;721;1059;1066;1073;1108;1148;1179;1214;1227;1231;1240;;1249;;1258;1314;1330;1335;;;1342;1349;1356;1374;1382;;1396;;1401;770;818;845;858;897;933;1005;1051;1200;1206;"maennlich";"Mittlere Reife";"Angestelle/r";"Mitte/Wunderburg";1;"46-50";5;2019
43;0;0;31;"712995";;1691;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;0;-99;0;;;0;;;-99;-99;0;0;0;0;"-99";0;1;0;0;-66;0;0;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554299219;"2019-04-03 13:46:59";"2019-04-03 14:15:10";"0000-00-00 00:00:00";3;14;1003;1157;1163;1167;1176;1181;1184;1188;1201;1205;1207;1211;1214;1216;1218;1405;1424;1434;1443;1460;1472;1501;1517;1522;;;1553;1576;1586;;;1634;;;;1643;1653;1659;1666;;1677;;1691;1223;1226;1227;1230;1232;1235;1381;1398;1483;1496;"";"";"";"";;"";0;2019
44;0;0;31;"712995";;1662;2;1;2;2;2;3;2;2;1;4;1;2;1;5;4;1;2;2;2;2;3;2;2;5;3;2;3;2;3;2;2;2;4;2;1;1;6;3;2;1;1;1;3;1;2;2;4;1;2;4;1;1;1;1;1;4;4;2;2;1;1;3;3;3;3;3;3;3;1;1;4;5;0;1;1;1;2;4;5;1;1;4;5;4;2;4;1;4;4;4;1;5;5;5;4;4;2;5;1;1;1;1;1;1;1;2;1;4;4;3;2;5;1;2;2;3;1;1;1;1;5;5;2;1;2;1;1;2;1;2;4;1;3;3;3;3;3;3;3;2;5;1;1;2;;5;55;1;30;4;2;;2;2;0;4;1;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554299234;"2019-04-03 13:47:14";"2019-04-03 14:14:56";"0000-00-00 00:00:00";4;10;87;196;235;273;307;412;440;451;479;555;575;582;608;614;627;1189;1194;1206;1279;1304;1349;1383;1389;1391;1406;;1422;1433;1442;1495;1508;1512;;;1519;1530;1549;1555;1560;;1566;;1662;678;801;822;851;908;1099;1121;1184;1372;1376;"weiblich";"Hochschule";"Angestelle/r";"Berg";5;"31-35";5;2019
45;0;0;31;"712995";;799;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;1;2;2;2;2;2;2;3;;1;2;1;2;1;2;1;5;1;1;1;1;2;2;5;1;1;1;1;1;1;3;2;2;2;4;4;3;3;3;1;1;3;3;1;1;3;3;3;3;3;3;3;1;1;1;1;0;1;1;1;4;1;3;1;1;3;3;1;1;1;1;1;2;1;2;3;2;3;2;2;2;2;3;4;2;3;3;4;4;4;2;3;3;3;2;4;1;1;1;2;1;1;1;1;5;5;1;1;1;1;1;1;1;2;3;3;3;3;1;3;3;1;1;2;5;1;1;2;;4;21;1;33;4;2;;2;1;0;2;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554300772;"2019-04-03 14:12:52";"2019-04-03 14:26:11";"0000-00-00 00:00:00";2;9;38;41;61;70;94;134;143;158;182;206;219;229;250;254;266;495;501;505;571;587;612;646;650;653;662;;668;693;703;739;744;747;;;757;765;770;783;790;;796;;799;286;307;328;338;360;384;456;490;634;639;"weiblich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"26-30";5;2019
46;0;0;31;"712995";;707;1;1;2;3;1;2;2;2;1;3;1;2;1;1;2;4;1;2;2;2;2;2;2;2;2;1;7;1;1;3;3;2;3;2;1;2;3;2;2;4;3;2;2;2;;;3;4;3;4;2;1;1;1;1;4;3;3;2;4;4;3;3;3;3;3;3;3;2;3;2;2;0;2;4;2;4;2;3;2;2;4;2;3;2;2;2;3;3;3;2;3;3;4;3;2;1;3;1;3;1;2;2;4;2;3;3;2;2;1;2;1;1;1;2;2;2;2;1;1;4;4;3;2;3;2;2;2;2;3;4;4;3;3;3;3;3;3;3;2;5;2;;;2;1;80;1;33;4;2;;2;2;0;4;15;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554301642;"2019-04-03 14:27:22";"2019-04-03 14:39:09";"0000-00-00 00:00:00";3;7;39;44;75;92;134;145;152;156;171;202;215;221;240;249;258;509;513;519;522;548;571;595;603;605;;610;614;620;630;648;655;659;;;663;669;679;691;696;;700;;707;274;303;317;327;355;390;467;506;588;590;"weiblich";"Hochschule";"";"Mitte/Wunderburg";1;"26-30";5;2019
48;0;0;31;"712995";;547;3;3;3;2;3;2;3;3;2;2;2;1;1;2;2;3;2;3;3;3;3;3;3;3;3;3;4;3;3;3;3;5;4;2;2;3;2;3;4;4;2;2;2;3;3;3;3;2;2;2;4;5;5;4;5;1;1;4;5;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;2;4;3;4;2;4;2;2;3;3;3;3;4;4;3;;;;;;;;;4;4;2;4;4;4;4;4;4;3;3;2;2;4;4;3;3;4;2;2;2;3;4;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;1;1;1;;6;80;1;30;3;2;;2;2;1;2;12;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554303994;"2019-04-03 15:06:34";"2019-04-03 15:15:41";"0000-00-00 00:00:00";3;8;33;44;73;85;101;120;124;128;144;180;191;197;213;219;224;390;394;397;401;424;435;450;454;456;462;;467;484;491;498;504;509;;;516;523;526;534;540;;544;;547;239;267;284;295;319;325;358;387;441;443;"maennlich";"Mittlere Reife";"(Fach-)Arbeiter/in";"Gartenstadt/Ost";3;"46-50";5;2019
49;0;0;31;"712995";;2890;1;2;3;3;1;2;1;2;1;3;1;1;1;1;1;2;2;3;3;3;;;;;;2;1;1;1;2;2;2;5;3;2;1;2;;1;2;2;3;2;2;5;4;3;4;3;4;2;1;1;1;1;3;1;3;3;2;2;4;4;3;2;3;3;3;2;1;3;;0;1;2;1;5;4;4;1;2;3;1;1;1;3;2;3;3;2;2;4;2;2;2;3;1;2;2;4;1;4;1;5;2;3;3;3;3;4;2;3;1;2;2;4;1;1;1;1;2;5;1;1;2;1;1;1;1;3;3;1;3;3;3;3;2;3;1;2;5;1;1;2;;6;100;1;20;6;2;;1;44;22;5;6;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554304967;"2019-04-03 15:22:47";"2019-04-03 16:10:57";"0000-00-00 00:00:00";54;58;199;416;520;541;570;757;1171;1178;1246;1329;1367;1378;1408;1453;1513;2127;2131;2141;2262;2305;2344;2421;2429;2433;2439;;2459;2479;2501;2546;2559;2567;;;2601;2630;2645;2650;2657;;2662;;2890;1551;1653;1689;1772;1826;1876;2050;2116;2371;2414;"weiblich";"Hochschule";"Angestelle/r";"Gaustadt";7;"41-45";5;2019
50;0;0;31;"712995";;1294;1;3;3;2;3;4;3;3;3;3;2;3;2;2;3;3;2;3;3;3;2;3;4;4;4;3;3;3;2;4;4;3;5;3;3;2;3;4;4;5;2;2;3;3;3;2;3;3;2;3;2;1;2;2;2;3;3;3;2;1;1;1;1;3;1;3;3;2;1;2;2;2;0;1;1;1;1;2;3;1;1;3;1;2;2;2;3;3;3;2;2;3;2;4;2;3;3;2;4;4;2;4;4;4;4;4;4;3;3;3;3;3;3;2;3;2;2;2;2;2;3;3;2;2;2;3;3;2;2;3;4;4;3;3;3;2;1;3;3;1;2;1;1;2;;8;80;2;;;2;;2;2;-99;3;12;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;1;0;;;1;0;1554305931;"2019-04-03 15:38:51";"2019-04-03 16:00:25";"0000-00-00 00:00:00";7;13;123;167;235;256;286;341;411;422;447;500;517;528;555;571;590;922;930;940;1004;1036;1091;1172;1187;1191;1205;;1212;;1223;;;1229;;;1237;1248;1264;1273;1280;;1288;;1294;636;675;703;723;757;798;872;913;1126;1164;"maennlich";"Hauptschulabschluss";"Angestelle/r";"Gartenstadt/Ost";3;"46-50";5;2019
54;0;0;31;"712995";;1782;1;2;2;2;2;4;2;3;2;4;2;2;2;1;2;3;4;2;4;3;1;2;;;3;4;10;2;1;6;10;3;6;2;1;1;4;3;1;5;1;2;4;2;6;2;5;5;5;5;2;1;3;2;2;3;3;2;2;1;2;4;3;3;3;3;3;3;2;2;2;2;0;2;3;2;3;4;2;1;2;1;4;1;1;1;2;3;3;2;1;2;2;2;2;2;2;2;1;3;1;3;1;;4;3;3;2;3;3;3;5;3;1;3;3;1;2;1;1;1;4;1;1;3;1;1;1;1;3;3;2;3;3;1;3;3;3;3;1;5;1;2;3;;8;110;2;;;2;;1;4;2;5;11;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554307469;"2019-04-03 16:04:29";"2019-04-03 16:34:11";"0000-00-00 00:00:00";2;16;63;104;148;175;276;326;401;470;496;552;588;611;640;652;671;1444;1451;1456;1548;1576;1629;1658;1664;1666;1671;;1680;;1688;;;1691;;;1740;1747;1755;1761;1774;;1779;;1782;994;1060;1095;1117;1176;1246;1376;1439;1648;1650;"maennlich";"Hochschule";"Beamter/in";"Nord";2;"36-40";5;2019
57;0;0;31;"712995";;2176;1;3;2;4;2;4;3;3;1;3;2;1;1;2;3;2;2;3;3;2;3;1;2;2;3;2;4;3;2;3;3;2;5;2;1;2;3;2;2;4;2;2;2;2;4;3;3;2;4;4;2;2;1;2;2;3;3;3;2;2;1;3;3;3;3;3;3;3;1;3;2;3;0;1;1;1;3;2;1;1;1;3;3;1;1;1;1;3;3;2;2;4;3;4;2;2;1;3;2;1;1;2;1;3;2;3;2;4;4;3;2;4;1;2;2;2;1;1;2;1;4;4;2;1;3;1;1;1;1;3;4;3;3;3;3;3;1;1;1;2;5;1;1;7;;5;94;1;25;6;2;;1;2;0;5;11;1;0;"-99";0;0;1;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;0;0;;;1;0;1554310286;"2019-04-03 16:51:26";"2019-04-03 17:27:42";"0000-00-00 00:00:00";5;43;206;333;444;485;613;674;867;901;961;1043;1086;1105;1143;1152;1168;1676;1683;1702;1750;1796;1840;1892;1898;1905;1919;;1930;1957;1966;1998;2009;2015;;;2028;2036;2045;2074;2080;;2086;;2176;1268;1321;1356;1367;1407;1472;1615;1665;1870;1884;"weiblich";"Hochschule";"";"Nord";2;"18-25";5;2019
59;0;0;31;"712995";;3049;1;4;2;3;3;3;2;2;1;3;1;1;2;1;2;2;2;2;2;2;2;1;2;2;3;1;1;1;2;1;1;3;4;2;2;1;3;2;2;3;1;1;2;1;2;;4;3;2;3;2;1;1;1;1;3;1;2;2;3;3;3;3;3;3;3;3;3;2;2;2;3;0;1;3;1;1;4;4;1;1;4;4;3;1;2;1;;3;2;4;3;4;;2;3;1;3;1;1;2;5;2;5;5;2;3;2;2;4;4;5;4;2;2;3;1;1;2;1;4;5;2;2;2;2;1;1;1;4;4;3;3;3;3;3;1;2;3;2;5;1;2;3;;6;134;2;;;2;;2;4;2;6;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554310696;"2019-04-03 16:58:16";"2019-04-03 17:49:05";"0000-00-00 00:00:00";4;21;251;597;774;825;941;1329;1618;1626;1658;1763;1811;1846;1885;1894;1918;2511;2519;2536;2638;2691;2766;2852;2866;2871;2886;;2906;2912;2936;;;2942;;;2951;2966;2988;3013;3026;;3036;;3049;2020;2086;2124;2155;2200;2251;2380;2501;2819;2839;"weiblich";"Hochschule";"Beamter/in";"Mitte/Wunderburg";1;"46-50";5;2019
60;0;0;31;"712995";;5059;1;3;2;4;2;3;2;2;1;3;2;2;3;1;2;3;2;1;2;1;2;3;3;5;3;2;1;3;1;2;4;4;6;2;2;1;2;5;2;5;3;3;4;1;1;3;4;3;3;3;2;1;2;;2;3;2;4;3;1;1;4;3;3;4;3;3;4;2;1;5;5;1;1;3;5;4;1;4;1;1;3;4;1;1;1;1;1;1;1;1;1;1;1;3;4;2;2;5;5;2;2;5;3;2;2;2;1;3;4;1;4;3;3;3;4;1;2;2;3;4;3;1;3;2;2;1;2;3;3;5;4;3;3;4;3;4;;3;1;5;1;1;2;;7;100;2;;;2;;1;2;0;6;10;1;0;"-99";0;1;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";0;0;0;;;1;0;1554311519;"2019-04-03 17:11:59";"2019-04-03 18:36:18";"0000-00-00 00:00:00";33;42;2709;2774;2828;2888;2917;3217;4456;4457;4458;4460;4460;4461;4463;4464;4465;4481;4482;4484;4593;4634;4710;4819;4829;4831;4847;;4852;4893;4950;;;4955;;;4978;4984;5009;5028;5037;;5043;;5059;4467;4467;4469;4470;4472;4473;4474;4477;4735;4812;"maennlich";"Hochschule";"Angestelle/r";"Mitte/Wunderburg";1;"36-40";5;2019
67;0;0;31;"712995";;3022;1;2;2;3;1;2;2;2;1;3;1;2;1;1;2;3;1;2;4;2;2;4;6;3;3;2;2;2;1;1;1;1;6;2;1;1;5;1;1;1;2;2;1;1;3;3;4;4;4;5;2;2;2;2;2;3;3;3;3;1;1;1;2;4;2;4;3;3;3;1;3;3;0;1;1;1;4;4;1;1;1;3;5;3;1;3;3;3;3;3;3;3;2;3;3;2;1;3;1;1;1;1;3;1;1;3;2;5;3;3;2;4;1;2;1;3;1;1;1;1;4;4;2;3;2;1;1;1;1;3;4;3;3;3;3;3;3;3;3;1;4;1;1;5;;8;160;2;;;2;;2;2;0;3;1;1;0;"-99";1;0;0;0;-66;1;1;"-99";;;;;;;"-99";"-99";0;0;"-99";0;0;0;0;0;0;0;"-99";"-99";"-66";"-66";0;"-66";1;1;0;;;1;0;1554313483;"2019-04-03 17:44:43";"2019-04-03 18:35:05";"0000-00-00 00:00:00";6;40;1571;1676;1738;1767;1824;1987;2029;2037;2056;2118;2146;2155;2210;2221;2228;2616;2620;2625;2762;2791;2842;2882;2895;2899;2910;;2946;;2956;;;2962;;;2968;2978;2994;3001;3007;;3014;;3022;2290;2342;2411;2427;2470;2505;2554;2610;2864;2872;"maennlich";"(Fach-)Abitur";"Selbstaendige/r";"Berg";5;"31-35";5;2019
